player_name,Month,release_spin_rate
"Anderson, Chase",4,2250.8241042345276
"Anderson, Chase",5,2254.415019762846
"Anderson, Chase",6,2250.6117381489844
"Anderson, Chase",7,2216.6510204081633
"Anderson, Chase",8,2190.962
"Anderson, Chase",9,2263.029411764706
"Anderson, Cody",4,2363.8045977011493
"Anderson, Cody",5,2380.433962264151
"Anderson, Drew",4,2400.5865384615386
"Anderson, Justin",4,2282.63309352518
"Anderson, Justin",5,2274.758426966292
"Anderson, Justin",6,2267.1708860759495
"Anderson, Justin",7,2252.136645962733
"Anderson, Justin",8,2222.688888888889
"Anderson, Justin",9,2280.6082474226805
"Anderson, Nick",4,2170.583815028902
"Anderson, Nick",5,2187.2760416666665
"Anderson, Nick",6,2230.696808510638
"Anderson, Nick",7,2286.378048780488
"Anderson, Nick",8,2286.1582278481014
"Anderson, Nick",9,2281.0569620253164
"Anderson, Nick",10,2405.1363636363635
"Anderson, Shaun",5,2425.530172413793
"Anderson, Shaun",6,2367.619961612284
"Anderson, Shaun",7,2477.1052631578946
"Anderson, Shaun",8,2397.5945945945946
"Anderson, Shaun",9,2510.9122807017543
"Anderson, Tanner",6,2211.467889908257
"Anderson, Tanner",7,2287.1397849462364
"Anderson, Tyler",4,2306.2137404580153
"Anderson, Tyler",5,2353.098765432099
"Andriese, Matt",4,2356.893382352941
"Andriese, Matt",5,2302.828828828829
"Andriese, Matt",6,2336.7704918032787
"Andriese, Matt",7,2262.46835443038
"Andriese, Matt",8,2375.157894736842
"Andriese, Matt",9,2329.5794871794874
"Arano, Víctor",4,2450.6567164179105
"Araújo, Pedro",4,2192.6153846153848
"Archer, Chris",4,2258.6117381489844
"Archer, Chris",5,2333.7655367231637
"Archer, Chris",6,2293.989010989011
"Archer, Chris",7,2328.2609603340293
"Archer, Chris",8,2348.0266666666666
"Armenteros, Rogelio",6,1890.5052631578947
"Armenteros, Rogelio",7,1957.301886792453
"Armenteros, Rogelio",8,1859.6029411764705
"Armstrong, Shawn",4,2641.0
"Armstrong, Shawn",5,2692.1215469613257
"Armstrong, Shawn",6,2591.9430894308944
"Armstrong, Shawn",7,2531.9816513761466
"Armstrong, Shawn",8,2516.5671641791046
"Armstrong, Shawn",9,2559.05078125
"Arrieta, Jake",4,2231.072016460905
"Arrieta, Jake",5,2247.507614213198
"Arrieta, Jake",6,2178.793103448276
"Arrieta, Jake",7,2161.890243902439
"Arrieta, Jake",8,2206.0230414746543
"Arteaga, Humberto",8,1817.7826086956522
"Avila, Alex",8,1825.32
"Avila, Pedro",4,2074.752941176471
"Avilán, Luis",4,2219.4074074074074
"Avilán, Luis",5,2275.0
"Avilán, Luis",7,2193.2911392405063
"Avilán, Luis",8,2196.6483516483518
"Avilán, Luis",9,2207.48
"Baez, Michel",7,2157.465909090909
"Baez, Michel",8,2163.8326359832636
"Baez, Michel",9,2094.140625
"Bailey, Homer",4,1807.898406374502
"Bailey, Homer",5,1781.741641337386
"Bailey, Homer",6,1746.4814814814815
"Bailey, Homer",7,1862.1242774566474
"Bailey, Homer",8,1831.7960992907801
"Bailey, Homer",9,1820.4119318181818
"Banda, Anthony",9,1934.4237288135594
"Bard, Luke",4,2671.4864864864867
"Bard, Luke",5,2752.2195121951218
"Bard, Luke",6,2684.8125
"Bard, Luke",7,2703.878048780488
"Bard, Luke",8,2622.969696969697
"Bard, Luke",9,2893.9036697247707
"Barlow, Scott",4,2393.967213114754
"Barlow, Scott",5,2438.0904977375567
"Barlow, Scott",6,2424.28021978022
"Barlow, Scott",7,2318.695238095238
"Barlow, Scott",8,2330.5454545454545
"Barlow, Scott",9,2346.5091743119265
"Barnes, Jacob",4,2398.358823529412
"Barnes, Jacob",5,2352.990990990991
"Barnes, Jacob",6,2447.231884057971
"Barnes, Jacob",8,2406.3839285714284
"Barnes, Jacob",9,2482.923076923077
"Barnes, Matt",4,2276.9473684210525
"Barnes, Matt",5,2285.7837837837837
"Barnes, Matt",6,2347.858108108108
"Barnes, Matt",7,2361.612676056338
"Barnes, Matt",8,2363.329218106996
"Barnes, Matt",9,2372.1272727272726
"Barnette, Tony",6,2415.64
"Barraclough, Kyle",4,2286.088888888889
"Barraclough, Kyle",5,2239.1973094170403
"Barraclough, Kyle",6,2136.6588235294116
"Barraclough, Kyle",7,2140.75
"Barraclough, Kyle",9,2277.06
"Barrett, Aaron",9,2063.1470588235293
"Barrett, Jake",5,2059.9333333333334
"Barría, Jaime",4,2193.51953125
"Barría, Jaime",6,2082.377245508982
"Barría, Jaime",7,2139.4897959183672
"Barría, Jaime",8,2108.71388101983
"Barría, Jaime",9,2065.1827956989246
"Bashlor, Tyler",5,2372.940828402367
"Bashlor, Tyler",6,2386.0833333333335
"Bashlor, Tyler",7,2545.5283018867926
"Bashlor, Tyler",8,2314.76
"Bashlor, Tyler",9,2518.5963302752293
"Bass, Anthony",5,2026.0645161290322
"Bass, Anthony",6,2071.0718954248364
"Bass, Anthony",7,1987.891304347826
"Bass, Anthony",8,1983.903409090909
"Bass, Anthony",9,1830.0183486238532
"Bassitt, Chris",4,2200.907216494845
"Bassitt, Chris",5,2184.378021978022
"Bassitt, Chris",6,2182.457429048414
"Bassitt, Chris",7,2164.85393258427
"Bassitt, Chris",8,2186.7809734513276
"Bassitt, Chris",9,2189.689393939394
"Bauer, Trevor",4,2299.1715160796325
"Bauer, Trevor",5,2389.335473515249
"Bauer, Trevor",6,2450.1409774436092
"Bauer, Trevor",7,2500.562596599691
"Bauer, Trevor",8,2500.3761814744803
"Bauer, Trevor",9,2756.209756097561
"Bautista, Gerson",6,2368.237288135593
"Bautista, Gerson",8,2249.7021276595747
"Bañuelos, Manny",4,2165.6569579288025
"Bañuelos, Manny",5,2128.5438144329896
"Bañuelos, Manny",6,2040.8653846153845
"Bañuelos, Manny",9,2098.3035714285716
"Bednar, David",9,1962.6197916666667
"Bedrosian, Cam",4,2527.9645390070923
"Bedrosian, Cam",5,2525.4670658682635
"Bedrosian, Cam",6,2479.015
"Bedrosian, Cam",7,2467.9518072289156
"Bedrosian, Cam",8,2473.368131868132
"Beede, Tyler",5,2097.6763636363635
"Beede, Tyler",6,2177.1425531914892
"Beede, Tyler",7,2170.5601659751037
"Beede, Tyler",8,2163.3341346153848
"Beede, Tyler",9,2209.593667546174
"Beeks, Jalen",4,2123.430107526882
"Beeks, Jalen",5,2050.593516209476
"Beeks, Jalen",6,2039.9744525547446
"Beeks, Jalen",7,2068.846153846154
"Beeks, Jalen",8,2073.845010615711
"Beeks, Jalen",9,2070.8467153284673
"Bergen, Travis",4,2224.383647798742
"Bergen, Travis",5,2264.6267605633802
"Bergen, Travis",8,2303.095238095238
"Berríos, José",4,2153.640657084189
"Berríos, José",5,2176.8505154639174
"Berríos, José",6,2133.503861003861
"Berríos, José",7,2159.2995867768595
"Berríos, José",8,2094.6200417536534
"Berríos, José",9,2063.7030927835053
"Betances, Dellin",9,2491.125
"Bettis, Chad",4,1883.8
"Bettis, Chad",5,1911.9368421052632
"Bettis, Chad",6,1974.4422110552764
"Bettis, Chad",7,1952.139240506329
"Bettis, Chad",8,1948.5072463768115
"Biagini, Joe",4,2200.1506024096384
"Biagini, Joe",5,2168.563063063063
"Biagini, Joe",6,2161.775401069519
"Biagini, Joe",7,2136.6008968609867
"Biagini, Joe",8,2142.522842639594
"Biagini, Joe",9,2108.858695652174
"Biddle, Jesse",4,2486.2429906542056
"Biddle, Jesse",5,2476.690909090909
"Biddle, Jesse",6,2567.3842105263157
"Biddle, Jesse",7,2477.0761904761903
"Bieber, Shane",4,2230.9173728813557
"Bieber, Shane",5,2238.1008403361343
"Bieber, Shane",6,2255.6666666666665
"Bieber, Shane",7,2231.4244604316546
"Bieber, Shane",8,2289.104
"Bieber, Shane",9,2282.900573613767
"Bird, Kyle",4,2557.7619047619046
"Bird, Kyle",5,
"Bird, Kyle",7,2486.6666666666665
"Blach, Ty",4,2027.4
"Blach, Ty",7,2127.2903225806454
"Blach, Ty",8,2148.3740157480315
"Blach, Ty",9,2126.2589928057555
"Black, Ray",7,2755.4
"Black, Ray",8,2625.4157303370785
"Black, Ray",9,2709.185185185185
"Blackburn, Paul",6,2229.0813953488373
"Blackburn, Paul",9,2251.299270072993
"Blazek, Michael",7,2335.0697674418607
"Bleier, Richard",4,1860.3214285714287
"Bleier, Richard",5,1879.1338582677165
"Bleier, Richard",6,1939.676923076923
"Bleier, Richard",7,1931.889705882353
"Bleier, Richard",8,1975.8492063492063
"Bleier, Richard",9,1950.9588235294118
"Blevins, Jerry",4,2223.5714285714284
"Blevins, Jerry",5,2280.4154929577467
"Blevins, Jerry",6,2286.344827586207
"Blevins, Jerry",7,2240.4859813084113
"Blevins, Jerry",8,2320.284090909091
"Blevins, Jerry",9,2340.032967032967
"Bolaños, Ronald",9,2307.651785714286
"Borucki, Ryan",7,2157.2727272727275
"Boshers, Buddy",8,2372.532520325203
"Boshers, Buddy",9,2302.768115942029
"Bourque, James",5,2395.7241379310344
"Bowman, Matt",5,1899.0833333333333
"Bowman, Matt",6,2011.2831325301204
"Bowman, Matt",7,2015.1909090909091
"Bowman, Matt",8,2146.190476190476
"Bowman, Matt",9,1950.5459770114942
"Boxberger, Brad",4,1963.5223880597016
"Boxberger, Brad",5,1855.4777070063694
"Boxberger, Brad",6,2011.5052631578947
"Boyd, Matthew",4,2339.2162740899357
"Boyd, Matthew",5,2349.987804878049
"Boyd, Matthew",6,2360.527918781726
"Boyd, Matthew",7,2347.1797323135756
"Boyd, Matthew",8,2359.7867383512544
"Boyd, Matthew",9,2314.373595505618
"Brach, Brad",4,2215.8055555555557
"Brach, Brad",5,2145.4315789473685
"Brach, Brad",6,2203.841836734694
"Brach, Brad",7,2192.6938775510203
"Brach, Brad",8,2171.709923664122
"Brach, Brad",9,2264.68
"Bradford, Chasen",4,2457.383333333333
"Bradford, Chasen",5,2435.1754385964914
"Bradford, Chasen",6,2381.4772727272725
"Bradley, Archie",4,2171.896907216495
"Bradley, Archie",5,2154.710843373494
"Bradley, Archie",6,2051.6725663716816
"Bradley, Archie",7,2109.835294117647
"Bradley, Archie",8,2140.3024193548385
"Bradley, Archie",9,2086.383116883117
"Brasier, Ryan",4,2274.603351955307
"Brasier, Ryan",5,2344.0882352941176
"Brasier, Ryan",6,2285.1608391608393
"Brasier, Ryan",7,2263.453608247423
"Brasier, Ryan",8,2388.3846153846152
"Brasier, Ryan",9,2337.303703703704
"Brault, Steven",4,2037.5747126436781
"Brault, Steven",5,1984.8475452196383
"Brault, Steven",6,1949.162471395881
"Brault, Steven",7,1861.3066666666666
"Brault, Steven",8,2017.3783783783783
"Brault, Steven",9,2021.9486552567237
"Brebbia, John",4,2522.4040816326533
"Brebbia, John",5,2458.327188940092
"Brebbia, John",6,2477.7114427860697
"Brebbia, John",7,2423.401960784314
"Brebbia, John",8,2468.116666666667
"Brebbia, John",9,2523.2214285714285
"Brebbia, John",10,2450.090909090909
"Brennan, Brandon",4,1930.688775510204
"Brennan, Brandon",5,1959.1620111731843
"Brennan, Brandon",6,2063.6341463414633
"Brennan, Brandon",8,2113.2903225806454
"Brennan, Brandon",9,2021.758865248227
"Brewer, Colten",4,2573.096153846154
"Brewer, Colten",5,2542.57476635514
"Brewer, Colten",6,2631.975490196078
"Brewer, Colten",7,2594.910052910053
"Brewer, Colten",8,2609.255319148936
"Brewer, Colten",9,2628.831932773109
"Brice, Austin",4,2411.798449612403
"Brice, Austin",5,2570.8370044052863
"Brice, Austin",6,2494.108108108108
"Brice, Austin",7,2446.267441860465
"Brice, Austin",8,2580.818181818182
"Brigham, Jeff",5,2648.75
"Brigham, Jeff",6,2618.1756097560974
"Brigham, Jeff",7,2692.9333333333334
"Brigham, Jeff",8,2693.895131086142
"Brigham, Jeff",9,2806.8571428571427
"Britton, Zack",4,2087.478021978022
"Britton, Zack",5,2052.5699481865286
"Britton, Zack",6,2008.96
"Britton, Zack",7,2125.732824427481
"Britton, Zack",8,2109.1059602649007
"Britton, Zack",9,2140.5662650602408
"Brooks, Aaron",4,2048.708955223881
"Brooks, Aaron",5,2125.36
"Brooks, Aaron",6,2154.8571428571427
"Brooks, Aaron",7,2028.6381322957197
"Brooks, Aaron",8,2080.0581655480983
"Brooks, Aaron",9,2015.9641791044776
"Brosseau, Mike",7,1691.157894736842
"Brosseau, Mike",8,1770.0731707317073
"Buchholz, Clay",4,2140.01572327044
"Buchholz, Clay",5,2130.7894736842104
"Buchholz, Clay",8,2131.9324324324325
"Buchholz, Clay",9,2178.8503562945366
"Buchter, Ryan",4,2261.0379746835442
"Buchter, Ryan",5,2273.544776119403
"Buchter, Ryan",6,2262.572727272727
"Buchter, Ryan",7,2242.581818181818
"Buchter, Ryan",8,2174.6299212598424
"Buchter, Ryan",9,2161.0
"Buehler, Walker",4,2529.896551724138
"Buehler, Walker",5,2590.2123711340205
"Buehler, Walker",6,2621.659836065574
"Buehler, Walker",7,2526.807594936709
"Buehler, Walker",8,2618.476694915254
"Buehler, Walker",9,2640.625
"Buehler, Walker",10,2806.9583333333335
"Bumgarner, Madison",4,2352.061475409836
"Bumgarner, Madison",5,2438.389525368249
"Bumgarner, Madison",6,2421.2210338680925
"Bumgarner, Madison",7,2423.3182897862234
"Bumgarner, Madison",8,2476.1530434782608
"Bumgarner, Madison",9,2518.085062240664
"Bummer, Aaron",4,2119.7894736842104
"Bummer, Aaron",5,2082.7894736842104
"Bummer, Aaron",6,2087.3765690376567
"Bummer, Aaron",7,2095.1127819548874
"Bummer, Aaron",8,2052.6701030927834
"Bummer, Aaron",9,2058.0093023255813
"Bundy, Dylan",4,2253.9797297297296
"Bundy, Dylan",5,2250.9827586206898
"Bundy, Dylan",6,2356.8037974683543
"Bundy, Dylan",7,2298.8196202531644
"Bundy, Dylan",8,2334.621238938053
"Bundy, Dylan",9,2341.451030927835
"Burdi, Nick",4,2488.7194244604316
"Burke, Brock",8,2190.25855513308
"Burke, Brock",9,2143.2471264367814
"Burnes, Corbin",4,2756.8313725490198
"Burnes, Corbin",5,2596.904347826087
"Burnes, Corbin",6,2620.6736111111113
"Burnes, Corbin",7,2615.9876543209875
"Burnes, Corbin",9,2646.9375
"Burr, Ryan",4,2120.1396648044692
"Burr, Ryan",5,2182.99173553719
"Buttrey, Ty",4,2019.796875
"Buttrey, Ty",5,2049.688775510204
"Buttrey, Ty",6,2103.1330049261082
"Buttrey, Ty",7,2088.809954751131
"Buttrey, Ty",8,2082.8133333333335
"Buttrey, Ty",9,2104.195652173913
"Báez, Pedro",4,2061.5154185022025
"Báez, Pedro",5,2045.8728813559321
"Báez, Pedro",6,2159.7045454545455
"Báez, Pedro",7,2141.34375
"Báez, Pedro",8,2155.8506787330316
"Báez, Pedro",9,2168.4246575342468
"Báez, Sandy",5,1885.6
"Cabrera, Génesis",5,2181.5283018867926
"Cabrera, Génesis",6,2174.394904458599
"Cabrera, Génesis",9,2312.7716049382716
"Cahill, Trevor",4,2275.9953703703704
"Cahill, Trevor",5,2199.480712166172
"Cahill, Trevor",6,2182.6071428571427
"Cahill, Trevor",7,2210.894160583942
"Cahill, Trevor",8,2187.6561264822135
"Cahill, Trevor",9,2115.7135416666665
"Canning, Griffin",4,2383.6463414634145
"Canning, Griffin",5,2326.0406852248393
"Canning, Griffin",6,2277.3519313304723
"Canning, Griffin",7,2297.1239436619717
"Canning, Griffin",8,2374.9337016574586
"Carasiti, Matt",6,1913.517857142857
"Carasiti, Matt",7,1834.6015625
"Caratini, Victor",5,1638.2
"Caratini, Victor",6,1636.6
"Carle, Shane",4,2149.2075471698113
"Carle, Shane",5,2217.6944444444443
"Carpenter, David",6,2114.0
"Carpenter, David",8,2145.816326530612
"Carpenter, Ryan",5,2361.664335664336
"Carpenter, Ryan",6,2244.8695652173915
"Carpenter, Ryan",7,2314.0530303030305
"Carrasco, Carlos",4,2318.066844919786
"Carrasco, Carlos",5,2328.5295138888887
"Carrasco, Carlos",9,2357.3333333333335
"Cashner, Andrew",4,2068.2210065645513
"Cashner, Andrew",5,2078.5008547008547
"Cashner, Andrew",6,1997.4801061007959
"Cashner, Andrew",7,1982.1916010498687
"Cashner, Andrew",8,2021.2994791666667
"Cashner, Andrew",9,2061.2175732217574
"Castillo, Diego",4,2227.2331606217617
"Castillo, Diego",5,2260.310810810811
"Castillo, Diego",6,2208.0173913043477
"Castillo, Diego",7,2193.034782608696
"Castillo, Diego",8,2196.0528846153848
"Castillo, Diego",9,2276.6989795918366
"Castillo, Diego",10,2259.7096774193546
"Castillo, José",8,2269.8
"Castillo, Luis",4,2104.6208053691275
"Castillo, Luis",5,2085.5112107623318
"Castillo, Luis",6,2116.868725868726
"Castillo, Luis",7,2116.9670103092785
"Castillo, Luis",8,2136.030828516378
"Castillo, Luis",9,2105.9950617283953
"Castro, Miguel",4,2487.1158798283263
"Castro, Miguel",5,2507.7630057803467
"Castro, Miguel",6,2456.3333333333335
"Castro, Miguel",7,2369.455497382199
"Castro, Miguel",8,2471.8813559322034
"Castro, Miguel",9,2618.421875
"Cease, Dylan",7,2403.3638613861385
"Cease, Dylan",8,2445.9038112522685
"Cease, Dylan",9,2471.4862842892767
"Cedeño, Xavier",5,2367.177777777778
"Cessa, Luis",4,2380.7625
"Cessa, Luis",5,2354.504716981132
"Cessa, Luis",6,2329.754716981132
"Cessa, Luis",7,2373.064676616915
"Cessa, Luis",8,2316.4113475177305
"Cessa, Luis",9,2359.3485714285716
"Chacín, Jhoulys",4,2124.584295612009
"Chacín, Jhoulys",5,2130.900269541779
"Chacín, Jhoulys",6,2219.1283185840707
"Chacín, Jhoulys",7,2189.177777777778
"Chacín, Jhoulys",9,2212.8936170212764
"Chafin, Andrew",4,2239.1032258064515
"Chafin, Andrew",5,2289.84
"Chafin, Andrew",6,2258.013422818792
"Chafin, Andrew",7,2253.159722222222
"Chafin, Andrew",8,2229.9532710280373
"Chafin, Andrew",9,2252.734939759036
"Chapman, Aroldis",4,2495.472049689441
"Chapman, Aroldis",5,2499.1878453038676
"Chapman, Aroldis",6,2506.5761589403974
"Chapman, Aroldis",7,2466.4450261780103
"Chapman, Aroldis",8,2505.028409090909
"Chapman, Aroldis",9,2507.735294117647
"Chargois, JT",4,2405.318181818182
"Chargois, JT",6,2266.2156862745096
"Chargois, JT",7,2293.223076923077
"Chargois, JT",8,2303.3164556962024
"Chatwood, Tyler",4,2513.206730769231
"Chatwood, Tyler",5,2472.8693877551023
"Chatwood, Tyler",6,2558.929104477612
"Chatwood, Tyler",7,2575.2735849056603
"Chatwood, Tyler",8,2502.393665158371
"Chatwood, Tyler",9,2651.380487804878
"Chavez, Jesse",4,2267.204081632653
"Chavez, Jesse",5,2249.9452554744526
"Chavez, Jesse",6,2204.989159891599
"Chavez, Jesse",7,2187.9728813559323
"Chavez, Jesse",8,2175.267441860465
"Chen, Wei-Yin",4,2135.9622641509436
"Chen, Wei-Yin",5,2196.1644736842104
"Chen, Wei-Yin",6,2229.937823834197
"Chen, Wei-Yin",7,2135.945054945055
"Chen, Wei-Yin",8,2162.8825910931173
"Chen, Wei-Yin",9,2226.2972972972975
"Chirinos, Yonny",4,2092.6876790830947
"Chirinos, Yonny",5,2075.935294117647
"Chirinos, Yonny",6,2058.447322970639
"Chirinos, Yonny",7,2076.73640167364
"Chirinos, Yonny",8,2085.5
"Chirinos, Yonny",9,2066.0119047619046
"Cimber, Adam",4,2099.3475177304963
"Cimber, Adam",5,2134.634328358209
"Cimber, Adam",6,2113.423728813559
"Cimber, Adam",7,2147.909722222222
"Cimber, Adam",8,2174.235849056604
"Cimber, Adam",9,2242.4615384615386
"Cishek, Steve",4,2317.644329896907
"Cishek, Steve",5,2308.045197740113
"Cishek, Steve",6,2328.985849056604
"Cishek, Steve",7,2361.1675675675674
"Cishek, Steve",8,2354.3522012578615
"Cishek, Steve",9,2374.8859060402683
"Cisnero, José",6,2409.0731707317073
"Cisnero, José",7,2374.8493975903616
"Cisnero, José",8,2383.121359223301
"Cisnero, José",9,2349.139072847682
"Civale, Aaron",6,2451.8072289156626
"Civale, Aaron",8,2482.4357142857143
"Civale, Aaron",9,2539.6346153846152
"Clarke, Taylor",4,1977.7894736842106
"Clarke, Taylor",5,2084.05737704918
"Clarke, Taylor",6,2239.7093023255816
"Clarke, Taylor",7,2206.913846153846
"Clarke, Taylor",8,2237.914438502674
"Clarke, Taylor",9,2265.6531365313654
"Clase, Emmanuel",8,2573.81914893617
"Clase, Emmanuel",9,2571.8581560283687
"Claudio, Alex",4,2100.785714285714
"Claudio, Alex",5,2097.944
"Claudio, Alex",6,2096.6626506024095
"Claudio, Alex",7,2075.194968553459
"Claudio, Alex",8,2114.0897435897436
"Claudio, Alex",9,2073.4578313253014
"Clevinger, Mike",4,2233.519337016575
"Clevinger, Mike",6,2344.4895104895104
"Clevinger, Mike",7,2317.304526748971
"Clevinger, Mike",8,2281.4507692307693
"Clevinger, Mike",9,2285.542264752791
"Clippard, Tyler",4,2086.3333333333335
"Clippard, Tyler",5,2113.0
"Clippard, Tyler",6,2155.253086419753
"Clippard, Tyler",7,2102.9463087248323
"Clippard, Tyler",8,2097.734104046243
"Clippard, Tyler",9,2041.6666666666667
"Cobb, Alex",4,1958.7292576419213
"Cole, A.J.",5,2395.188679245283
"Cole, A.J.",6,2368.6516129032257
"Cole, A.J.",7,2368.5132743362833
"Cole, A.J.",8,2426.5833333333335
"Cole, Gerrit",4,2553.011419249592
"Cole, Gerrit",5,2584.8979591836733
"Cole, Gerrit",6,2553.6199677938807
"Cole, Gerrit",7,2530.7151051625237
"Cole, Gerrit",8,2585.781954887218
"Cole, Gerrit",9,2553.6485568760613
"Cole, Taylor",4,2198.7391304347825
"Cole, Taylor",5,2200.4930555555557
"Cole, Taylor",6,2178.4651162790697
"Cole, Taylor",7,2169.7283950617284
"Cole, Taylor",8,2248.965217391304
"Cole, Taylor",9,2266.0692307692307
"Collins, Tim",4,2357.695652173913
"Collins, Tim",5,2368.46875
"Collins, Tim",6,2310.9791666666665
"Collins, Tim",7,2275.2727272727275
"Colomé, Alex",4,2193.7894736842104
"Colomé, Alex",5,2208.793103448276
"Colomé, Alex",6,2169.6264367816093
"Colomé, Alex",7,2127.0526315789475
"Colomé, Alex",8,2104.5315789473684
"Colomé, Alex",9,2086.3654822335025
"Conley, Adam",4,2293.4491017964074
"Conley, Adam",5,2223.25625
"Conley, Adam",6,2208.535714285714
"Conley, Adam",7,2243.464705882353
"Conley, Adam",8,2224.4601226993864
"Conley, Adam",9,2269.3571428571427
"Coonrod, Sam",5,2548.4146341463415
"Coonrod, Sam",6,2331.818181818182
"Coonrod, Sam",7,2223.425
"Coonrod, Sam",8,2229.078651685393
"Coonrod, Sam",9,2312.1285714285714
"Corbin, Patrick",4,2287.2704918032787
"Corbin, Patrick",5,2287.001655629139
"Corbin, Patrick",6,2228.6475195822454
"Corbin, Patrick",7,2214.618466898955
"Corbin, Patrick",8,2187.66452991453
"Corbin, Patrick",9,2253.201039861352
"Corbin, Patrick",10,2390.509433962264
"Cordero, Jimmy",5,2254.866666666667
"Cordero, Jimmy",7,2071.098901098901
"Cordero, Jimmy",8,2050.221818181818
"Cordero, Jimmy",9,2029.2670807453417
"Cortes, Nestor",5,2125.3827751196172
"Cortes, Nestor",6,2155.250980392157
"Cortes, Nestor",7,2143.9590909090907
"Cortes, Nestor",8,2115.7275541795666
"Cortes, Nestor",9,2133.2755102040815
"Covey, Dylan",4,2090.1666666666665
"Covey, Dylan",5,2024.8916827852997
"Covey, Dylan",6,2059.5974025974024
"Covey, Dylan",7,1970.1270718232045
"Covey, Dylan",8,1818.394366197183
"Covey, Dylan",9,1939.5347222222222
"Crichton, Stefan",5,2311.35
"Crichton, Stefan",6,2227.6769230769232
"Crichton, Stefan",7,2111.969696969697
"Crichton, Stefan",8,2212.6867469879517
"Crichton, Stefan",9,2203.3630952380954
"Crick, Kyle",4,2706.1111111111113
"Crick, Kyle",5,2625.2727272727275
"Crick, Kyle",6,2674.052
"Crick, Kyle",7,2694.7817258883247
"Crick, Kyle",8,2708.711764705882
"Crick, Kyle",9,2772.906976744186
"Cueto, Johnny",9,2123.0266159695816
"Culberson, Charlie",5,2391.153846153846
"Culberson, Charlie",7,2380.0
"Curtiss, John",4,2435.3777777777777
"Darvish, Yu",4,2609.68115942029
"Darvish, Yu",5,2548.20625
"Darvish, Yu",6,2479.6464646464647
"Darvish, Yu",7,2522.9573934837094
"Darvish, Yu",8,2388.1026894865527
"Darvish, Yu",9,2534.5649717514125
"Davies, Zach",4,2196.3551236749117
